1,0.515637,0.0368069,0.906713,3.12399,-2.15615,3.12189
1,0.515637,0.0368069,0.906713,3.12399,-2.15615,3.12189
1,0.516543,0.0368073,0.906579,3.12406,-2.15872,3.12198
1,0.517452,0.0368075,0.906444,3.12413,-2.16138,3.12206
1,0.518359,0.0368076,0.906307,3.12421,-2.1641,3.12215
1,0.519271,0.0368077,0.906171,3.12427,-2.16691,3.12223
1,0.520174,0.036808,0.906027,3.12434,-2.16976,3.12232
1,0.521073,0.0368082,0.905881,3.12442,-2.17269,3.12241
1,0.521968,0.0368084,0.90573,3.12449,-2.17571,3.1225
1,0.52286,0.0368087,0.905574,3.12457,-2.17883,3.12259
1,0.523747,0.036809,0.905414,3.12465,-2.18206,3.12269
1,0.52463,0.0368093,0.905247,3.12473,-2.18541,3.12278
1,0.525507,0.0368096,0.905074,3.12481,-2.1889,3.12289
1,0.526377,0.03681,0.904893,3.1249,-2.19257,3.12299
1,0.527239,0.0368104,0.904702,3.12499,-2.19644,3.1231
1,0.528092,0.0368108,0.9045,3.12508,-2.20055,3.12322
1,0.528933,0.0368112,0.904283,3.12518,-2.20498,3.12334
1,0.529758,0.0368117,0.904047,3.12529,-2.20982,3.12347
1,0.529872,0.0377371,0.903827,3.12522,-2.20665,3.12339
1,0.529975,0.0386625,0.903591,3.12515,-2.2038,3.12331
1,0.530068,0.039588,0.903343,3.1251,-2.20121,3.12324
1,0.530153,0.0405135,0.903085,3.12504,-2.19881,3.12317
1,0.530233,0.041439,0.902819,3.12499,-2.19659,3.12311
1,0.530307,0.0423645,0.902547,3.12494,-2.1945,3.12305
1,0.530376,0.04329,0.902269,3.1249,-2.19253,3.12299
1,0.530442,0.0442155,0.901986,3.12485,-2.19067,3.12294
1,0.530504,0.0451411,0.901698,3.12481,-2.18891,3.12289
1,0.530563,0.0460667,0.901406,3.12477,-2.18722,3.12284
1,0.53062,0.0469922,0.901111,3.12473,-2.18561,3.12279
1,0.530668,0.0479174,0.900808,3.12471,-2.18403,3.12276
1,0.530721,0.0488431,0.900507,3.12467,-2.18255,3.12272
1,0.530771,0.0497687,0.900203,3.12464,-2.18112,3.12267
1,0.530819,0.0506944,0.899897,3.1246,-2.17975,3.12263
1,0.530865,0.05162,0.899588,3.12457,-2.17841,3.12259
1,0.53091,0.0525456,0.899277,3.12454,-2.17713,3.12255
1,0.530954,0.0534713,0.898965,3.12451,-2.17588,3.12251
1,0.530996,0.0543969,0.89865,3.12448,-2.17467,3.12248
1,0.531037,0.0553225,0.898334,3.12445,-2.17349,3.12244
1,0.531076,0.0562482,0.898017,3.12442,-2.17234,3.12241
1,0.531114,0.0571738,0.897697,3.12439,-2.17123,3.12237
1,0.531152,0.0580995,0.897377,3.12436,-2.17014,3.12234
1,0.531188,0.0590251,0.897055,3.12433,-2.16909,3.12231
1,0.531224,0.0599508,0.896732,3.12431,-2.16805,3.12227
1,0.531258,0.0608764,0.896408,3.12428,-2.16704,3.12224
1,0.531292,0.0618021,0.896082,3.12426,-2.16606,3.12221
1,0.531325,0.0627277,0.895756,3.12423,-2.16509,3.12218
1,0.531357,0.0636534,0.895428,3.12421,-2.16415,3.12215
1,0.531388,0.064579,0.895099,3.12418,-2.16322,3.12212
1,0.531419,0.0655047,0.89477,3.12416,-2.16232,3.12209
1,0.531449,0.0664304,0.89444,3.12414,-2.16143,3.12207
1,0.531479,0.067356,0.894109,3.12411,-2.16056,3.12204
1,0.531508,0.0682817,0.893777,3.12409,-2.15971,3.12201
1,0.531536,0.0692073,0.893444,3.12407,-2.15887,3.12199
1,0.531564,0.070133,0.89311,3.12405,-2.15805,3.12196
1,0.531591,0.0710587,0.892776,3.12403,-2.15724,3.12193
1,0.531617,0.0719843,0.892441,3.124,-2.15645,3.12191
1,0.531644,0.07291,0.892106,3.12398,-2.15567,3.12188
1,0.531669,0.0738357,0.891769,3.12396,-2.1549,3.12186
1,0.531695,0.0747613,0.891432,3.12394,-2.15415,3.12183
1,0.53172,0.075687,0.891095,3.12392,-2.1534,3.12181
1,0.531744,0.0766127,0.890757,3.1239,-2.15267,3.12179
1,0.531768,0.0775383,0.890418,3.12388,-2.15195,3.12176
1,0.531792,0.078464,0.890079,3.12387,-2.15125,3.12174
1,0.531815,0.0793897,0.88974,3.12385,-2.15055,3.12172
1,0.531838,0.0803154,0.8894,3.12383,-2.14986,3.12169
1,0.53186,0.081241,0.889059,3.12381,-2.14918,3.12167
