1,0.417836,0.881119,0.982774,0.410642,0.292716,-1.49008,-0.758907
1,0.416834,0.880616,0.983266,0.408943,0.292973,-1.49165,-0.759042
1,0.422085,0.881901,0.981155,0.417435,0.291521,-1.4876,-0.760884
1,0.42718,0.883125,0.979095,0.42566,0.29012,-1.48367,-0.762682
1,0.432182,0.884313,0.977063,0.433726,0.288751,-1.47982,-0.764455
1,0.437096,0.885466,0.975058,0.441639,0.287413,-1.47604,-0.766203
1,0.441926,0.886588,0.973077,0.449408,0.286103,-1.47233,-0.767927
1,0.446677,0.887678,0.97112,0.457041,0.284822,-1.46869,-0.76963
1,0.451353,0.88874,0.969184,0.464542,0.283566,-1.4651,-0.771312
1,0.455956,0.889774,0.967269,0.47192,0.282335,-1.46158,-0.772975
1,0.460492,0.890781,0.965374,0.479179,0.281127,-1.45811,-0.774619
1,0.464963,0.891764,0.963497,0.486325,0.279942,-1.4547,-0.776246
1,0.469371,0.892722,0.961637,0.493363,0.278778,-1.45133,-0.777855
1,0.47372,0.893658,0.959794,0.500297,0.277634,-1.44802,-0.779449
1,0.478013,0.894572,0.957966,0.507132,0.27651,-1.44475,-0.781028
1,0.48225,0.895465,0.956154,0.513871,0.275404,-1.44153,-0.782592
1,0.486436,0.896337,0.954355,0.520518,0.274316,-1.43836,-0.784142
1,0.490571,0.897191,0.952569,0.527076,0.273246,-1.43522,-0.785679
1,0.494658,0.898025,0.950797,0.53355,0.272191,-1.43213,-0.787204
1,0.498698,0.898842,0.949036,0.539941,0.271153,-1.42907,-0.788716
1,0.502693,0.899642,0.947287,0.546253,0.270129,-1.42605,-0.790217
1,0.506645,0.900425,0.945549,0.552489,0.26912,-1.42307,-0.791706
1,0.510556,0.901193,0.943821,0.55865,0.268125,-1.42013,-0.793185
1,0.514426,0.901944,0.942103,0.56474,0.267144,-1.41722,-0.794654
1,0.518257,0.902681,0.940395,0.57076,0.266176,-1.41434,-0.796113
1,0.522051,0.903404,0.938696,0.576713,0.26522,-1.41149,-0.797562
1,0.525808,0.904113,0.937006,0.582601,0.264277,-1.40868,-0.799002
1,0.52953,0.904808,0.935324,0.588425,0.263345,-1.40589,-0.800433
1,0.533217,0.90549,0.93365,0.594188,0.262425,-1.40314,-0.801856
1,0.536872,0.90616,0.931983,0.599892,0.261516,-1.40041,-0.803271
1,0.540494,0.906817,0.930324,0.605537,0.260617,-1.39771,-0.804677
1,0.544085,0.907462,0.928672,0.611126,0.259729,-1.39504,-0.806077
1,0.547646,0.908096,0.927026,0.61666,0.258851,-1.3924,-0.807468
1,0.551177,0.908719,0.925387,0.622141,0.257983,-1.38978,-0.808853
1,0.554679,0.909331,0.923754,0.62757,0.257124,-1.38718,-0.810231
1,0.558154,0.909932,0.922127,0.632947,0.256274,-1.38461,-0.811602
1,0.561601,0.910523,0.920506,0.638276,0.255433,-1.38207,-0.812967
1,0.565022,0.911104,0.91889,0.643556,0.254601,-1.37954,-0.814326
1,0.568417,0.911675,0.917279,0.648788,0.253777,-1.37704,-0.815679
1,0.571788,0.912237,0.915673,0.653975,0.252962,-1.37456,-0.817026
1,0.575133,0.91279,0.914071,0.659117,0.252154,-1.37211,-0.818367
1,0.578455,0.913334,0.912475,0.664215,0.251354,-1.36967,-0.819703
1,0.581753,0.913869,0.910882,0.66927,0.250562,-1.36726,-0.821034
1,0.585029,0.914395,0.909294,0.674283,0.249777,-1.36486,-0.822359
1,0.588283,0.914913,0.90771,0.679255,0.249,-1.36249,-0.82368
1,0.591515,0.915423,0.90613,0.684187,0.248229,-1.36013,-0.824996
1,0.594725,0.915925,0.904553,0.689079,0.247465,-1.35779,-0.826307
1,0.597915,0.91642,0.90298,0.693933,0.246708,-1.35548,-0.827614
1,0.601085,0.916906,0.90141,0.698749,0.245957,-1.35318,-0.828917
1,0.604235,0.917386,0.899843,0.703528,0.245213,-1.3509,-0.830215
1,0.607366,0.917858,0.89828,0.708271,0.244475,-1.34863,-0.83151
1,0.610477,0.918323,0.896719,0.712978,0.243743,-1.34638,-0.8328
1,0.61357,0.918782,0.895161,0.71765,0.243016,-1.34415,-0.834086
1,0.616645,0.919233,0.893606,0.722289,0.242296,-1.34194,-0.835369
1,0.619702,0.919678,0.892054,0.726893,0.241581,-1.33974,-0.836648
1,0.622742,0.920117,0.890504,0.731465,0.240872,-1.33756,-0.837924
1,0.625765,0.920549,0.888956,0.736004,0.240168,-1.3354,-0.839196
1,0.628771,0.920975,0.887411,0.740511,0.23947,-1.33325,-0.840465
1,0.63176,0.921396,0.885867,0.744987,0.238777,-1.33111,-0.841731
1,0.634734,0.92181,0.884326,0.749433,0.238088,-1.32899,-0.842994
1,0.637691,0.922218,0.882787,0.753848,0.237405,-1.32688,-0.844254
1,0.640633,0.922621,0.881249,0.758234,0.236726,-1.32479,-0.845511
1,0.64356,0.923018,0.879713,0.76259,0.236053,-1.32272,-0.846765
1,0.646472,0.92341,0.878179,0.766918,0.235384,-1.32065,-0.848016
1,0.64937,0.923797,0.876647,0.771217,0.234719,-1.3186,-0.849264
1,0.652253,0.924178,0.875115,0.775489,0.234059,-1.31657,-0.85051
1,0.655122,0.924554,0.873586,0.779733,0.233404,-1.31454,-0.851754
1,0.657977,0.924925,0.872057,0.783951,0.232752,-1.31254,-0.852995
1,0.660818,0.925292,0.87053,0.788142,0.232105,-1.31054,-0.854234
1,0.663646,0.925653,0.869004,0.792307,0.231462,-1.30855,-0.85547
1,0.666461,0.92601,0.86748,0.796446,0.230824,-1.30658,-0.856704
1,0.669263,0.926362,0.865956,0.80056,0.230189,-1.30462,-0.857937
1,0.672052,0.926709,0.864433,0.804649,0.229558,-1.30268,-0.859167
1,0.674829,0.927052,0.862911,0.808714,0.22893,-1.30074,-0.860395
