1,-0.879372,0.3324,-1.7384,0.907037,1.01023,1.81326,2.64812
1,-0.879372,0.3324,-1.7384,0.907037,1.01023,1.81326,2.64812
1,-0.874324,0.334344,-1.74092,0.904584,1.00735,1.81363,2.64727
1,-0.869323,0.336282,-1.74342,0.902117,1.00448,1.81398,2.64641
1,-0.864353,0.338217,-1.7459,0.899641,1.00163,1.81431,2.64556
1,-0.869427,0.337853,-1.74391,0.90272,1.00399,1.81324,2.64793
1,-0.874468,0.337502,-1.74193,0.905776,1.00632,1.81215,2.65029
1,-0.879488,0.337161,-1.73995,0.908816,1.00863,1.81106,2.65264
1,-0.884486,0.336828,-1.73799,0.911842,1.01091,1.80996,2.65498
1,-0.889463,0.336505,-1.73603,0.914853,1.01317,1.80885,2.65731
1,-0.894419,0.336191,-1.73407,0.917849,1.01541,1.80774,2.65963
1,-0.899353,0.335886,-1.73213,0.92083,1.01763,1.80663,2.66195
1,-0.904266,0.33559,-1.73019,0.923796,1.01982,1.8055,2.66425
1,-0.909158,0.335304,-1.72826,0.926749,1.022,1.80438,2.66655
1,-0.914028,0.335027,-1.72633,0.929687,1.02415,1.80325,2.66884
1,-0.918877,0.33476,-1.72441,0.93261,1.02627,1.80211,2.67112
1,-0.923704,0.334501,-1.7225,0.93552,1.02838,1.80097,2.6734
1,-0.92851,0.334252,-1.7206,0.938416,1.03047,1.79982,2.67566
1,-0.933294,0.334013,-1.7187,0.941298,1.03253,1.79867,2.67792
1,-0.938057,0.333782,-1.71682,0.944166,1.03457,1.79751,2.68017
1,-0.942798,0.333561,-1.71493,0.94702,1.03659,1.79635,2.68241
1,-0.947517,0.333349,-1.71306,0.949861,1.03858,1.79519,2.68464
1,-0.952215,0.333147,-1.71119,0.952689,1.04056,1.79402,2.68686
1,-0.956891,0.332954,-1.70933,0.955503,1.04251,1.79285,2.68907
1,-0.961546,0.332771,-1.70748,0.958304,1.04444,1.79168,2.69128
1,-0.966179,0.332597,-1.70564,0.961092,1.04635,1.7905,2.69348
1,-0.970789,0.332432,-1.7038,0.963867,1.04823,1.78932,2.69567
1,-0.975379,0.332277,-1.70197,0.966629,1.0501,1.78814,2.69785
1,-0.979946,0.332131,-1.70015,0.969379,1.05194,1.78695,2.70003
1,-0.984491,0.331995,-1.69834,0.972115,1.05376,1.78577,2.70219
1,-0.989014,0.331868,-1.69653,0.974839,1.05556,1.78457,2.70435
1,-0.993516,0.33175,-1.69473,0.977551,1.05733,1.78338,2.7065
1,-0.997995,0.331642,-1.69294,0.980249,1.05909,1.78219,2.70864
1,-1.00245,0.331544,-1.69116,0.982936,1.06082,1.78099,2.71077
1,-1.00689,0.331455,-1.68938,0.98561,1.06253,1.77979,2.7129
1,-1.0113,0.331375,-1.68762,0.988273,1.06422,1.77859,2.71502
1,-1.01569,0.331305,-1.68586,0.990923,1.06589,1.77738,2.71713
1,-1.02006,0.331245,-1.68411,0.993561,1.06754,1.77618,2.71923
1,-1.02441,0.331194,-1.68236,0.996187,1.06916,1.77497,2.72132
1,-1.02873,0.331152,-1.68063,0.998801,1.07076,1.77377,2.72341
1,-1.03303,0.33112,-1.6789,1.0014,1.07234,1.77256,2.72549
1,-1.03731,0.331098,-1.67718,1.00399,1.0739,1.77135,2.72756
1,-1.04157,0.331084,-1.67548,1.00657,1.07544,1.77014,2.72962
1,-1.0458,0.331081,-1.67377,1.00914,1.07696,1.76893,2.73167
1,-1.05001,0.331087,-1.67208,1.0117,1.07846,1.76772,2.73372
1,-1.0542,0.331102,-1.6704,1.01424,1.07993,1.7665,2.73576
1,-1.05837,0.331127,-1.66872,1.01677,1.08138,1.76529,2.73779
1,-1.06251,0.331162,-1.66706,1.0193,1.08282,1.76408,2.73982
1,-1.06663,0.331205,-1.6654,1.02181,1.08423,1.76286,2.74183
1,-1.07073,0.331259,-1.66375,1.02431,1.08562,1.76165,2.74384
1,-1.0748,0.331322,-1.66211,1.02679,1.08699,1.76044,2.74584
1,-1.07886,0.331394,-1.66048,1.02927,1.08834,1.75923,2.74784
1,-1.08289,0.331476,-1.65886,1.03174,1.08966,1.75801,2.74983
1,-1.08689,0.331567,-1.65725,1.03419,1.09097,1.7568,2.75181
1,-1.09088,0.331667,-1.65565,1.03664,1.09226,1.75559,2.75378
1,-1.09484,0.331777,-1.65406,1.03907,1.09352,1.75438,2.75574
