1,0.482972,0.112542,0.644084,3.13279,3.13039,3.13674
1,0.482902,0.112586,0.64404,3.13187,3.1302,3.13667
1,0.483926,0.112584,0.644036,3.13187,3.13133,3.13667
1,0.484948,0.112583,0.644036,3.13187,3.13246,3.13665
1,0.485964,0.112584,0.644038,3.13187,3.13348,3.13664
1,0.486977,0.112584,0.644038,3.13187,3.13446,3.13663
1,0.487991,0.112583,0.644037,3.13187,3.13544,3.13662
1,0.489005,0.112583,0.644037,3.13187,3.13644,3.13661
1,0.49002,0.112582,0.644037,3.13187,3.13744,3.1366
2,0.49002,0.112582,0.644037,3.13187,3.13744,3.1366
2,0.489863,0.112889,0.643091,3.13187,3.13487,3.13663
2,0.489707,0.113196,0.642145,3.13187,3.13231,3.13665
2,0.489552,0.113502,0.6412,3.13187,3.12975,3.13668
2,0.489397,0.113809,0.640255,3.13187,3.12719,3.1367
2,0.489242,0.114116,0.639311,3.13187,3.12464,3.13673
2,0.489087,0.114422,0.638367,3.13187,3.12209,3.13675
2,0.488933,0.114729,0.637423,3.13187,3.11955,3.13678
2,0.488778,0.115036,0.63648,3.13187,3.117,3.1368
2,0.488624,0.115342,0.635537,3.13187,3.11446,3.13682
2,0.488471,0.115649,0.634594,3.13186,3.11193,3.13685
2,0.488317,0.115956,0.633652,3.13186,3.1094,3.13687
2,0.488163,0.116262,0.63271,3.13186,3.10687,3.1369
2,0.48801,0.116569,0.631769,3.13186,3.10434,3.13692
2,0.487857,0.116876,0.630828,3.13186,3.10182,3.13695
2,0.487705,0.117182,0.629887,3.13186,3.0993,3.13697
2,0.487552,0.117489,0.628947,3.13186,3.09679,3.137
2,0.4874,0.117796,0.628007,3.13186,3.09427,3.13702
2,0.487248,0.118102,0.627068,3.13186,3.09177,3.13705
2,0.487096,0.118409,0.626129,3.13186,3.08926,3.13707
2,0.486944,0.118715,0.62519,3.13185,3.08676,3.13709
2,0.486793,0.119022,0.624251,3.13185,3.08426,3.13712
2,0.486641,0.119329,0.623313,3.13185,3.08176,3.13714
2,0.48649,0.119635,0.622376,3.13185,3.07927,3.13717
2,0.48634,0.119942,0.621438,3.13185,3.07678,3.13719
2,0.486189,0.120249,0.620501,3.13185,3.0743,3.13722
2,0.486039,0.120555,0.619565,3.13185,3.07181,3.13724
2,0.485889,0.120862,0.618629,3.13184,3.06933,3.13726
2,0.485739,0.121169,0.617693,3.13184,3.06686,3.13729
2,0.485589,0.121475,0.616757,3.13184,3.06438,3.13731
2,0.485439,0.121782,0.615822,3.13184,3.06191,3.13734
2,0.48529,0.122089,0.614887,3.13184,3.05945,3.13736
2,0.485141,0.122395,0.613953,3.13183,3.05698,3.13739
2,0.484992,0.122702,0.613019,3.13183,3.05452,3.13741
2,0.484844,0.123009,0.612085,3.13183,3.05206,3.13743
2,0.484695,0.123315,0.611152,3.13183,3.04961,3.13746
2,0.484547,0.123622,0.610219,3.13183,3.04716,3.13748
2,0.484399,0.123929,0.609286,3.13182,3.04471,3.13751
2,0.484251,0.124235,0.608354,3.13182,3.04226,3.13753
2,0.484104,0.124542,0.607422,3.13182,3.03982,3.13755
2,0.483956,0.124849,0.60649,3.13182,3.03738,3.13758
2,0.483809,0.125155,0.605559,3.13181,3.03494,3.1376
2,0.483663,0.125462,0.604628,3.13181,3.03251,3.13763
2,0.483516,0.125769,0.603697,3.13181,3.03008,3.13765
2,0.483369,0.126075,0.602767,3.13181,3.02765,3.13767
2,0.483223,0.126382,0.601837,3.1318,3.02522,3.1377
2,0.483077,0.126689,0.600907,3.1318,3.0228,3.13772
2,0.482931,0.126995,0.599978,3.1318,3.02038,3.13775
2,0.482786,0.127302,0.599049,3.13179,3.01797,3.13777
2,0.48264,0.127609,0.59812,3.13179,3.01555,3.13779
2,0.482495,0.127915,0.597192,3.13179,3.01314,3.13782
2,0.48235,0.128222,0.596264,3.13178,3.01073,3.13784
2,0.482206,0.128529,0.595336,3.13178,3.00833,3.13786
2,0.482061,0.128835,0.594409,3.13178,3.00593,3.13789
2,0.481917,0.129142,0.593482,3.13178,3.00353,3.13791
2,0.481773,0.129448,0.592555,3.13177,3.00113,3.13794
2,0.481629,0.129755,0.591629,3.13177,2.99874,3.13796
2,0.481486,0.130062,0.590703,3.13177,2.99635,3.13798
2,0.481342,0.130368,0.589777,3.13176,2.99396,3.13801
2,0.481199,0.130675,0.588852,3.13176,2.99158,3.13803
2,0.481056,0.130982,0.587926,3.13175,2.98919,3.13805
2,0.480913,0.131288,0.587002,3.13175,2.98681,3.13808
2,0.480771,0.131595,0.586077,3.13175,2.98444,3.1381
2,0.480628,0.131902,0.585153,3.13174,2.98206,3.13813
2,0.480486,0.132208,0.584229,3.13174,2.97969,3.13815
2,0.480344,0.132515,0.583306,3.13174,2.97732,3.13817
2,0.480203,0.132822,0.582382,3.13173,2.97496,3.1382
2,0.480061,0.133128,0.581459,3.13173,2.97259,3.13822
2,0.47992,0.133435,0.580537,3.13172,2.97023,3.13824
2,0.479779,0.133742,0.579614,3.13172,2.96788,3.13827
2,0.479638,0.134048,0.578692,3.13172,2.96552,3.13829
2,0.479498,0.134355,0.577771,3.13171,2.96317,3.13831
2,0.479358,0.134661,0.576849,3.13171,2.96082,3.13834
2,0.479217,0.134968,0.575928,3.1317,2.95847,3.13836
2,0.479078,0.135275,0.575007,3.1317,2.95613,3.13839
2,0.478938,0.135581,0.574087,3.13169,2.95378,3.13841
2,0.478798,0.135888,0.573167,3.13169,2.95145,3.13843
2,0.478659,0.136195,0.572247,3.13169,2.94911,3.13846
2,0.47852,0.136501,0.571327,3.13168,2.94677,3.13848
2,0.478381,0.136808,0.570408,3.13168,2.94444,3.1385
2,0.478243,0.137115,0.569489,3.13167,2.94211,3.13853
2,0.478104,0.137421,0.56857,3.13167,2.93979,3.13855
2,0.477966,0.137728,0.567652,3.13166,2.93746,3.13857
2,0.477828,0.138034,0.566733,3.13166,2.93514,3.1386
2,0.477691,0.138341,0.565816,3.13165,2.93282,3.13862
2,0.477553,0.138648,0.564898,3.13165,2.93051,3.13864
2,0.477416,0.138954,0.563981,3.13164,2.9282,3.13867
2,0.477279,0.139261,0.563064,3.13164,2.92588,3.13869
2,0.477142,0.139568,0.562147,3.13163,2.92358,3.13872
2,0.477005,0.139874,0.56123,3.13163,2.92127,3.13874
2,0.476869,0.140181,0.560314,3.13162,2.91897,3.13876
2,0.476733,0.140487,0.559398,3.13162,2.91667,3.13879
2,0.476597,0.140794,0.558483,3.13161,2.91437,3.13881
2,0.476461,0.141101,0.557567,3.13161,2.91207,3.13883
2,0.476325,0.141407,0.556652,3.1316,2.90978,3.13886
2,0.47619,0.141714,0.555737,3.1316,2.90749,3.13888
2,0.476055,0.142021,0.554823,3.13159,2.9052,3.1389
2,0.47592,0.142327,0.553909,3.13158,2.90291,3.13893
2,0.475786,0.142634,0.552995,3.13158,2.90063,3.13895
2,0.475651,0.14294,0.552081,3.13157,2.89835,3.13897
2,0.475517,0.143247,0.551168,3.13157,2.89607,3.139
2,0.475383,0.143554,0.550254,3.13156,2.89379,3.13902
2,0.475249,0.14386,0.549342,3.13156,2.89152,3.13905
2,0.475116,0.144167,0.548429,3.13155,2.88925,3.13907
2,0.474982,0.144474,0.547517,3.13154,2.88698,3.13909
2,0.474849,0.14478,0.546605,3.13154,2.88471,3.13912
2,0.474716,0.145087,0.545693,3.13153,2.88245,3.13914
2,0.474584,0.145393,0.544781,3.13153,2.88019,3.13916
2,0.474451,0.1457,0.54387,3.13152,2.87793,3.13919
2,0.474319,0.146007,0.542959,3.13151,2.87567,3.13921
2,0.474187,0.146313,0.542048,3.13151,2.87342,3.13923
2,0.474055,0.14662,0.541138,3.1315,2.87117,3.13926
2,0.473924,0.146927,0.540227,3.1315,2.86892,3.13928
2,0.473793,0.147233,0.539317,3.13149,2.86667,3.1393
2,0.473661,0.14754,0.538407,3.13148,2.86442,3.13933
2,0.473531,0.147846,0.537498,3.13148,2.86218,3.13935
2,0.4734,0.148153,0.536589,3.13147,2.85994,3.13938
2,0.473269,0.14846,0.53568,3.13146,2.8577,3.1394
2,0.473139,0.148766,0.534771,3.13146,2.85547,3.13942
2,0.473009,0.149073,0.533863,3.13145,2.85324,3.13945
2,0.47288,0.149379,0.532954,3.13144,2.85101,3.13947
2,0.47275,0.149686,0.532046,3.13144,2.84878,3.13949
2,0.472621,0.149993,0.531139,3.13143,2.84655,3.13952
2,0.472492,0.150299,0.530231,3.13142,2.84433,3.13954
2,0.472363,0.150606,0.529324,3.13141,2.84211,3.13956
